H (A/m)	M (A/m)
1962910.963731489	996377.4864674819
1936385.1398972794	996374.2984122729
1909859.31606307	996371.0607145076
1883333.4922288612	996367.7723444942
1856807.6683946522	996364.43223582
1830281.8445604432	996361.0392937795
1803756.020726234	996357.5923944755
1777230.196892025	996354.0903838073
1750704.3730578157	996350.532076593
1724178.5492236067	996346.9162675523
1697652.7253893975	996343.2416825928
1671126.9015551885	996339.5070484023
1644601.0777209792	996335.7110463302
1618075.2538867702	996331.8523165334
1591549.430052561	996327.9294655614
1565023.6062183513	996323.9410596101
1538497.7823841427	996319.8856244171
1511971.9585499333	996315.7616436603
1485446.1347157238	996311.5675579647
1458920.3108815148	996307.3017630508
1432394.4870473053	996302.9626083119
1405868.663213096	996298.5483952762
1379342.8393788866	996294.0573757548
1352817.0155446772	996289.4877502547
1326291.1917104684	996284.8376657347
1299765.367876259	996280.1052144229
1273239.5440420494	996275.288430979
1246713.7202078402	996270.3852911764
1220187.8963736307	996265.3937092683
1193662.0725394217	996260.3115359228
1167136.2487052123	996255.1365547215
1140610.424871003	996249.8664842858
1114084.6010367938	996244.4989673882
1087558.7772025845	996239.031577298
1061032.9533683753	996233.4618074931
1034507.129534166	996227.78707373
1007981.3056999566	996222.0047098951
981455.4818657474	996216.1119626844
954929.658031538	996210.1059908887
928403.8341973288	996203.9838597233
901878.0103631194	996197.7425391905
875352.1865289103	996191.3788988907
848826.3626947008	996184.889704514
822300.5388604916	996178.271613286
795774.7150262822	996171.5211700904
769248.8911920731	996164.6348024646
742723.0673578638	996157.6088158966
716197.2435236546	996150.4393888204
689671.4196894455	996143.1225670791
663145.5958552363	996135.65425856
636619.772021027	996128.0302273467
610093.9481868178	996120.2460870956
583568.1243526087	996112.2972954301
557042.3005183995	996104.1791462824
530516.4766841902	996095.8867632733
503990.65284998104	996087.4150922609
477464.82901577186	996078.7588925937
450939.0051815626	996069.9127303788
424413.18134735344	996060.8709676391
397887.35751314426	996051.6277552389
371361.53367893497	996042.177021304
344835.70984472585	996032.5124620285
318309.8860105166	996022.627530161
291784.0621763074	996012.5154251334
265258.2383420982	996002.1690782957
238732.414507889	995991.5811430187
212206.5906736798	995980.7439796192
185680.76683947057	995969.6496411957
159154.9430052614	995958.2898581291
132629.1191710522	995946.6560244485
106103.29533684293	995934.7391784107
79577.47150263375	995922.5299855877
53051.64766842457	995910.0187200381
26525.82383421531	995897.1952441168
6.1733682846189024e-09	995884.0489871637
-26525.823834202976	995870.5689229019
-53051.64766841223	995856.743545295
-79577.47150262143	995842.5608432144
-106103.2953368306	995828.008273148
-132629.11917103978	995813.0727299793
-159154.94300524905	995797.7405178784
-185680.76683945823	995781.9973145836
-212206.5906736675	995765.8281390228
-238732.4145078767	995749.2173130916
-265258.23834208585	995732.148421891
-291784.06217629503	995714.6042712666
-318309.8860105043	995696.5668424371
-344835.7098447135	995678.0172442935
-371361.5336789227	995658.9356583022
-397887.3575131319	995639.3012863481
-424413.18134734116	995619.0922924415
-450939.00518155034	995598.2857307345
-477464.8290157596	995576.8574855616
-503990.65284996876	995554.7821929149
-530516.476684178	995532.0331622809
-557042.3005183872	995508.5822918265
-583568.1243525964	995484.3999714132
-610093.9481868056	995459.4549906381
-636619.7720210148	995433.7144251411
-663145.595855224	995407.1435286422
-689671.4196894332	995379.7055948735
-716197.2435236424	995351.3618334584
-742723.0673578517	995322.0712193312
-769248.8911920608	995291.7903279784
-795774.7150262699	995260.4731719064
-822300.5388604793	995228.0709984946
-848826.3626946885	995194.5321061505
-875352.1865288978	995159.801591338
-901878.0103631071	995123.8211364057
-928403.8341973164	995086.5287059834
-954929.6580315257	995047.8583001171
-981455.4818657349	995007.7395797706
-1007981.3056999443	994966.0975685926
-1034507.1295341535	994922.852249133
-1061032.9533683627	994877.9180873113
-1087558.7772025722	994831.2036709372
-1114084.6010367814	994782.6110547201
-1140610.424870991	994732.0353455091
-1167136.2487052	994679.3656132361
-1193662.0725394094	994624.4776781356
-1220187.8963736186	994567.2428749523
-1246713.7202078279	994507.5210554239
-1273239.5440420373	994445.1610249019
-1299765.3678762466	994379.9994652716
-1326291.1917104558	994311.8597114532
-1352817.015544665	994240.5503614802
-1379342.8393788743	994165.8637047836
-1405868.6632130835	994087.5739364052
-1432394.487047293	994005.435157161
-1458920.3108815022	993919.1790681507
-1485446.1347157112	993828.5123196252
-1511971.9585499207	993733.1135348553
-1538497.78238413	993632.6298186941
-1565023.6062183394	993526.6727235393
-1591549.4300525486	993414.8172398371
-1618075.253886758	993296.5829513657
-1644601.0777209667	993171.4464690915
-1671126.9015551761	993038.822018968
-1697652.7253893851	992898.0554328756
-1724178.5492235944	992748.4134779443
-1750704.3730578034	992589.0710848479
-1777230.1968920128	992419.1002694811
-1803756.0207262216	992237.4353938211
-1830281.8445604306	992042.8720037054
-1856807.66839464	991834.0243072858
-1883333.4922288489	991609.2918992005
-1909859.316063058	991366.8192499165
-1936385.139897267	991104.4187300642
-1962910.9637314763	990819.5152052889
-1989436.7875656853	990509.0286714326
-2015962.6113998946	990169.2389657986
-2042488.435234104	989795.5816656809
-2069014.2590683128	989382.363271925
-2095540.0829025218	988922.3649801281
-2122065.906736731	988406.1285742397
-2148591.7305709403	987820.9833851442
-2175117.554405149	987149.0146194629
-2201643.3782393583	986363.5036483675
-2228169.2020735675	985420.8307923528
-2254695.0259077763	984237.5553166548
-2281220.8497419856	982587.4557903963
-2307746.673576195	-996414.8423033454
-2334272.497410404	-996417.4295058034
-2360798.321244613	-996419.9792889288
-2387324.1450788225	-996422.4952392345
-2413849.9689130313	-996424.9756644067
-2440375.7927472405	-996427.4213048831
-2466901.6165814493	-996429.8328061263
-2493427.4404156585	-996432.2108019802
-2519953.2642498678	-996434.555911812
-2546479.088084077	-996436.8687417478
-2573004.911918286	-996439.1498807969
-2599530.735752495	-996441.3999074834
-2626056.5595867042	-996443.6193873814
-2652582.3834209135	-996445.808871345
-2679108.2072551223	-996447.9688989847
-2705634.0310893315	-996450.0999975582
-2732159.854923541	-996452.202682563
-2758685.67875775	-996454.2774581044
-2785211.5025919587	-996456.3248166884
-2811737.326426168	-996458.3452397548
-2838263.150260377	-996460.3392005083
-2864788.974094586	-996462.3071594085
-2891314.7979287948	-996464.2495681191
-2917840.6217630045	-996466.166865776
-2944366.4455972137	-996468.0594864856
-2970892.269431422	-996469.9278520957
-2997418.093265632	-996471.7723761877
-3023943.917099841	-996473.5934640565
-3050469.74093405	-996475.391510831
-3076995.564768259	-996477.1669049006
-3103521.3886024687	-996478.9200255581
-3130047.2124366774	-996480.6512453997
-3156573.0362708867	-996482.3609280288
-3183098.8601050954	-996484.0494299248
-3209624.683939305	-996485.7171002144
-3236150.5077735144	-996487.3642807031
-3262676.331607723	-996488.9913065808
-3289202.1554419324	-996490.5985057518
-3315727.979276142	-996492.1861999595
-3342253.803110351	-996493.7547038085
-3368779.6269445596	-996495.3043260253
-3395305.450778769	-996496.8353690705
-3421831.274612978	-996498.3481292742
-3448357.098447187	-996499.8428973195
-3474882.922281396	-996501.3199575231
-3501408.7461156053	-996502.7795892531
-3527934.5699498146	-996504.2220659959
-3554460.3937840234	-996505.6476560644
-3580986.2176182326	-996507.0566225011
-3607512.041452442	-996508.4492232038
-3634037.865286651	-996509.825711132
-3660563.68912086	-996511.186334262
-3687089.51295507	-996512.5313358956
-3713615.3367892783	-996513.8609548715
-3740141.1606234876	-996515.1754248978
-3766666.9844576963	-996516.4749757954
-3793192.8082919056	-996517.7598328787
-3819718.632126115	-996519.030217179
-3846244.455960324	-996520.2863456017
-3872770.279794533	-996521.5284310054
-3899296.103628742	-996522.7566822761
-3925821.9274629517	-996523.9713044254
-3952347.75129716	-996525.1724985191
-3978873.5751313693	-996526.3604625503
