H (A/m)	M (A/m)
3978873.5751313814	765546.7167355354
3952347.751297172	765545.7448617207
3925821.9274629634	765544.7597916953
3899296.103628754	765543.7612752822
3872770.279794545	765542.7490778619
3846244.4559603357	765541.7229545445
3819718.632126127	765540.6826415858
3793192.808291918	765539.627882785
3766666.9844577084	765538.5584021697
3740141.160623499	765537.4739308964
3713615.3367892904	765536.3741805576
3687089.512955081	765535.2588686455
3660563.689120872	765534.127696589
3634037.8652866627	765532.9803595294
3607512.041452454	765531.8165521417
3580986.2176182447	765530.6359548832
3554460.3937840355	765529.438242724
3527934.569949826	765528.2230859738
3501408.7461156175	765526.9901373147
3474882.922281408	765525.7390476675
3448357.098447199	765524.4694642056
3421831.27461299	765523.1810173618
3395305.450778781	765521.8733309936
3368779.6269445717	765520.5460195241
3342253.8031103625	765519.1986862347
3315727.9792761537	765517.830928578
3289202.1554419445	765516.4423295446
3262676.3316077353	765515.0324628403
3236150.507773526	765513.6008911945
3209624.6839393172	765512.1471660301
3183098.8601051085	765510.6708271002
3156573.0362708988	765509.171402122
3130047.2124366895	765507.6484064866
3103521.3886024808	765506.1013425202
3076995.564768272	765504.5296996853
3050469.7409340623	765502.932953395
3023943.917099853	765501.3105653017
2997418.0932656443	765499.6619824148
2970892.269431435	765497.9866367273
2944366.445597226	765496.2839447259
2917840.621763017	765494.5533068704
2891314.797928808	765492.7941085746
2864788.9740945986	765491.0057137286
2838263.15026039	765489.1874728829
2811737.3264261805	765487.3387169006
2785211.5025919713	765485.4587577453
2758685.678757762	765483.5468878252
2732159.854923553	765481.6023793672
2705634.031089344	765479.6244836553
2679108.207255135	765477.6124303635
2652582.383420926	765475.565429947
2626056.5595867164	765473.4826602852
2599530.7357525076	765471.3632845007
2573004.911918299	765469.2064378462
2546479.088084089	765467.0112298267
2519953.26424988	765464.776743246
2493427.440415671	765462.502033308
2466901.616581462	765460.186131695
2440375.792747252	765457.8280252421
2413849.9689130434	765455.4266849118
2387324.1450788346	765452.9810448228
2360798.3212446254	765450.4900059546
2334272.497410416	765447.9524349737
2307746.6735762074	765445.3671699233
2281220.849741998	765442.7329908258
2254695.025907789	765440.0486599193
2228169.2020735797	765437.3128927159
2201643.378239371	765434.5243632367
2175117.5544051616	765431.6817023793
2148591.7305709524	765428.7835120094
2122065.906736743	765425.8283008522
2095540.0829025342	765422.8145751698
2069014.2590683252	765419.7407754126
2042488.4352341164	765416.6052898353
2015962.611399907	765413.4064521425
1989436.7875656977	765410.1425390511
1962910.963731489	765406.8117683817
1936385.1398972794	765403.4122960082
1909859.31606307	765399.9422138693
1883333.4922288612	765396.399546915
1856807.6683946522	765392.7822502855
1830281.8445604432	765389.0882064468
1803756.020726234	765385.3152219289
1777230.196892025	765381.4610240648
1750704.3730578157	765377.5232579475
1724178.5492236067	765373.4994813746
1697652.7253893975	765369.3871632834
1671126.9015551885	765365.1836775307
1644601.0777209792	765360.886299401
1618075.2538867702	765356.4922031501
1591549.430052561	765351.99845291
1565023.6062183513	765347.4020016781
1538497.7823841427	765342.699684407
1511971.9585499333	765337.8882127387
1485446.1347157238	765332.964168867
1458920.3108815148	765327.9240001665
1432394.4870473053	765322.7640114012
1405868.663213096	765317.4803593277
1379342.8393788866	765312.069044517
1352817.0155446772	765306.5259035857
1326291.1917104684	765300.8466016368
1299765.367876259	765295.0266231721
1273239.5440420494	765289.0612632306
1246713.7202078402	765282.9456174942
1220187.8963736307	765276.6745721733
1193662.0725394217	765270.2427930835
1167136.2487052123	765263.6447140821
1140610.424871003	765256.8745248375
1114084.6010367938	765249.9261577413
1087558.7772025845	765242.793274014
1061032.9533683753	765235.46924897
1034507.129534166	765227.9471564689
1007981.3056999566	765220.219752381
981455.4818657474	765212.2794558477
954929.658031538	765204.1183316422
928403.8341973288	765195.7280684152
901878.0103631194	765187.0999587519
875352.1865289103	765178.2248741474
848826.3626947008	765169.0932423234
822300.5388604916	765159.6950186829
795774.7150262822	765150.0196602434
769248.8911920731	765140.0560932233
742723.0673578638	765129.7926819037
716197.2435236546	765119.2171934455
689671.4196894455	765108.3167601689
663145.5958552363	765097.0778395312
636619.772021027	765085.4861709841
610093.9481868178	765073.5267293425
583568.1243526087	765061.1836747482
557042.3005183995	765048.4402981094
530516.4766841902	765035.2789633443
503990.65284998104	765021.6810451439
477464.82901577186	765007.626859105
450939.0051815626	764993.095589449
424413.18134735344	764978.0652089271
397887.35751314426	764962.5123929473
371361.53367893497	764946.4124237772
344835.70984472585	764929.7390923456
318309.8860105166	764912.4645824012
291784.0621763074	764894.5593562109
265258.2383420982	764875.9920178988
238732.414507889	764856.729173157
212206.5906736798	764836.7352693928
185680.76683947057	764815.972428726
159154.9430052614	764794.4002568664
132629.1191710522	764771.975641465
106103.29533684293	764748.6525200242
79577.47150263375	764724.3816372259
53051.64766842457	764699.1102697686
26525.82383421531	764672.7819219639
6.1733682846189024e-09	764645.3359984907
-26525.823834202976	764616.7074286293
-53051.64766841223	764586.8262652957
-79577.47150262143	764555.6172252323
-106103.2953368306	764522.9991840866
-132629.11917103978	764488.8846297421
-159154.94300524905	764453.1790052266
-185680.76683945823	764415.7800485255
-212206.5906736675	764376.5769525486
-238732.4145078767	764335.4495508265
-265258.23834208585	764292.2672480457
-291784.06217629503	764246.8890626892
-318309.8860105043	764199.1580640719
-344835.7098447135	764148.9060651434
-371361.5336789227	764095.9481199966
-397887.3575131319	764040.0815152293
-424413.18134734116	763981.0836523536
