H (A/m)	M (A/m)
3978873.5751313814	402189.2303240559
3952347.751297172	402188.919699711
3925821.9274629634	402188.6035799117
3899296.103628754	402188.2818368043
3872770.279794545	402187.9543352658
3846244.4559603357	402187.62093612907
3819718.632126127	402187.28149774374
3793192.808291918	402186.9358723096
3766666.9844577084	402186.58390892873
3740141.160623499	402186.2254521628
3713615.3367892904	402185.8603406419
3687089.512955081	402185.488407851
3660563.689120872	402185.1094832995
3634037.8652866627	402184.7233912861
3607512.041452454	402184.3299497086
3580986.2176182447	402183.9289685457
3554460.3937840355	402183.5202558015
3527934.569949826	402183.10361044726
3501408.7461156175	402182.6788254249
3474882.922281408	402182.2456883316
3448357.098447199	402181.8039777138
3421831.27461299	402181.3534659116
3395305.450778781	402180.89391737414
3368779.6269445717	402180.4250887292
3342253.8031103625	402179.94672761677
3315727.9792761537	402179.4585744925
3289202.1554419445	402178.9603596899
3262676.3316077353	402178.4518045612
3236150.507773526	402177.93262073543
3209624.6839393172	402177.4025089227
3183098.8601051085	402176.86116159003
3156573.0362708988	402176.3082579146
3130047.2124366895	402175.7434663322
3103521.3886024808	402175.1664419631
3076995.564768272	402174.57683133415
3050469.7409340623	402173.9742640526
3023943.917099853	402173.35835736175
2997418.0932656443	402172.7287124157
2970892.269431435	402172.08492085745
2944366.445597226	402171.42655142985
2917840.621763017	402170.75316237245
2891314.797928808	402170.06429479155
2864788.9740945986	402169.3594662555
2838263.15026039	402168.6381817978
2811737.3264261805	402167.8999256054
2785211.5025919713	402167.1441590085
2758685.678757762	402166.37032250606
2732159.854923553	402165.57783637004
2705634.031089344	402164.76609507145
2679108.207255135	402163.934469065
2652582.383420926	402163.08230285114
2626056.5595867164	402162.2089136493
2599530.7357525076	402161.31358995143
2573004.911918299	402160.3955904641
2546479.088084089	402159.4541419529
2519953.26424988	402158.4884380142
2493427.440415671	402157.49763724656
2466901.616581462	402156.4808614013
2440375.792747252	402155.4371940954
2413849.9689130434	402154.3656761225
2387324.1450788346	402153.2653070937
2360798.3212446254	402152.13504056446
2334272.497410416	402150.9737821536
2307746.6735762074	402149.78038688324
2281220.849741998	402148.5536578002
2254695.025907789	402147.2923372437
2228169.2020735797	402145.9951120178
2201643.378239371	402144.66060443566
2175117.5544051616	402143.2873723731
2148591.7305709524	402141.8738960823
2122065.906736743	402140.4185876002
2095540.0829025342	402138.91979001346
2069014.2590683252	402137.3757251049
2042488.4352341164	402135.78456143325
2015962.611399907	402134.14436078497
1989436.7875656977	402132.45308407163
1962910.963731489	402130.7085849568
1936385.1398972794	402128.9086029798
1909859.31606307	402127.0507562154
1883333.4922288612	402125.1325332923
1856807.6683946522	402123.15128490474
1830281.8445604432	402121.1042145527
1803756.020726234	402118.9883686534
1777230.196892025	402116.8006257807
1750704.3730578157	402114.53768505325
1724178.5492236067	402112.1960536174
1697652.7253893975	402109.7720331044
1671126.9015551885	402107.2617048105
1644601.0777209792	402104.66091351386
1618075.2538867702	402101.96525124344
1591549.430052561	402099.1700370611
1565023.6062183513	402096.2702970655
1538497.7823841427	402093.2607423072
1511971.9585499333	402090.13574439066
1485446.1347157238	402086.8893083774
1458920.3108815148	402083.51504477113
1432394.4870473053	402080.0061370142
1405868.663213096	402076.35530686215
1379342.8393788866	402072.55477648356
1352817.0155446772	402068.5962263533
1326291.1917104684	402064.4707495513
1299765.367876259	402060.16880074877
1273239.5440420494	402055.68014069163
1246713.7202078402	402050.9937744634
1220187.8963736307	402046.09788333136
1193662.0725394217	402040.97974956303
1167136.2487052123	402035.62567259354
1140610.424871003	402030.0208759207
1114084.6010367938	402024.14940451976
1087558.7772025845	402017.9940094091
1061032.9533683753	402011.53601925616
1034507.129534166	402004.7551967139
1007981.3056999566	401997.6295774187
981455.4818657474	401990.1352898276
954929.658031538	401982.2463517112
928403.8341973288	401973.9344416594
901878.0103631194	401965.1686407095
875352.1865289103	401955.9151394527
848826.3626947008	401946.1369066313
822300.5388604916	401935.7933112869
795774.7150262822	401924.8396926464
769248.8911920731	401913.22686916176
742723.0673578638	401900.90057394415
716197.2435236546	401887.8008075882
689671.4196894455	401873.8610915456
663145.5958552363	401859.0076039584
636619.772021027	401843.15818107204
610093.9481868178	401826.22114797076
583568.1243526087	401808.0939615737
557042.3005183995	401788.661610855
530516.4766841902	401767.79474347585
503990.65284998104	401745.3474418676
477464.82901577186	401721.15459404397
450939.0051815626	401695.0287506484
424413.18134735344	401666.75636366114
397887.35751314426	401636.09359675774
371361.53367893497	401602.75958152825
344835.70984472585	401566.4314955847
318309.8860105166	401526.73529669206
291784.0621763074	401483.2358618361
265258.2383420982	401435.4244613458
238732.414507889	401382.70305212314
212206.5906736798	401324.3644597247
185680.76683947057	401259.5671363664
159154.9430052614	401187.3027513447
132629.1191710522	401106.3539565672
106103.29533684293	401015.2398166488
79577.47150263375	400912.13901160104
53051.64766842457	400794.7938276087
26525.82383421531	400660.37133740634
6.1733682846189024e-09	400505.27029019943
-26525.823834202976	400324.8494007719
-53051.64766841223	400113.02673872927
-79577.47150262143	399861.67626809113
-106103.2953368306	399559.6902790562
-132629.11917103978	399191.46758358506
-159154.94300524905	398734.3304034547
-185680.76683945823	398153.83766549634
-212206.5906736675	397394.548298448
-238732.4145078767	396359.2947724981
-265258.23834208585	394853.6032434088
-291784.06217629503	392369.2369979757
-318309.8860105043	-401526.7353630253
-344835.7098447135	-401566.42408330063
-371361.5336789227	-401602.7553057312
-397887.3575131319	-401636.089994036
-424413.18134734116	-401666.75360956305
-450939.00518155034	-401695.0264848704
-477464.8290157596	-401721.15253111895
-503990.65284996876	-401745.34569981374
-530516.476684178	-401767.7934943408
-557042.3005183872	-401788.6611723066
-583568.1243525964	-401808.09380685276
-610093.9481868056	-401826.22169436346
-636619.7720210148	-401843.15749942465
-663145.595855224	-401859.00973671593
-689671.4196894332	-401873.8635255424
-716197.2435236424	-401887.80108670815
-742723.0673578517	-401900.9008242666
-769248.8911920608	-401913.2274985448
-795774.7150262699	-401924.8400536242
-822300.5388604793	-401935.7933340754
-848826.3626946885	-401946.13867546443
-875352.1865288978	-401955.91415322723
-901878.0103631071	-401965.1681130314
-928403.8341973164	-401973.9332873628
-954929.6580315257	-401982.2465841284
-981455.4818657349	-401990.1353834233
-1007981.3056999443	-401997.6297951182
-1034507.1295341535	-402004.7555833238
-1061032.9533683627	-402011.53655499447
-1087558.7772025722	-402017.9942935051
-1114084.6010367814	-402024.1497200801
-1140610.424870991	-402030.0207606763
-1167136.2487052	-402035.6253295227
-1193662.0725394094	-402040.97927844705
-1220187.8963736186	-402046.0975281149
-1246713.7202078279	-402050.9939857521
-1273239.5440420373	-402055.680355087
-1299765.3678762466	-402060.16868986806
-1326291.1917104558	-402064.47028662974
-1352817.015544665	-402068.59646356676
-1379342.8393788743	-402072.55502102047
-1405868.6632130835	-402076.354471602
-1432394.487047293	-402080.0060099648
-1458920.3108815022	-402083.51390883606
-1485446.1347157112	-402086.88826016465
-1511971.9585499207	-402090.13476404827
-1538497.78238413	-402093.2598253785
-1565023.6062183394	-402096.26943910075
-1591549.4300525486	-402099.1692338598
-1618075.253886758	-402101.9644990752
-1644601.0777209667	-402104.6602088405
-1671126.9015551761	-402107.261044279
-1697652.7253893851	-402109.77141405
-1724178.5492235944	-402112.19547324703
-1750704.3730578034	-402114.537140802
-1777230.1968920128	-402116.8001153123
-1803756.0207262216	-402118.98788974865
-1830281.8445604306	-402121.10376509075
-1856807.66839464	-402123.1508630153
-1883333.4922288489	-402125.1321372148
-1909859.316063058	-402127.0503842903
-1936385.139897267	-402128.90825368965
-1962910.9637314763	-402130.7082568619
-1989436.7875656853	-402132.4527758214
-2015962.6113998946	-402134.144071256
-2042488.435234104	-402135.7842892733
-2069014.2590683128	-402137.3754692798
-2095540.0829025218	-402138.91954946227
-2122065.906736731	-402140.41837321914
-2148591.7305709403	-402141.8736943619
-2175117.554405149	-402143.28718257253
-2201643.3782393583	-402144.66042801813
-2228169.2020735675	-402145.9945811858
-2254695.0259077763	-402147.2918424911
-2281220.8497419856	-402148.55318703345
-2307746.673576195	-402149.77994027984
-2334272.497410404	-402150.9733571393
-2360798.321244613	-402152.13463600836
-2387324.1450788225	-402153.2649219643
-2413849.9689130313	-402154.3653094307
-2440375.7927472405	-402155.4368449131
-2466901.6165814493	-402156.48052950617
-2493427.4404156585	-402157.49732110085
-2519953.2642498678	-402158.4881368635
-2546479.088084077	-402159.4538550695
-2573004.911918286	-402160.3953171405
-2599530.735752495	-402161.3133295268
-2626056.5595867042	-402162.2086655483
