H (A/m)	M (A/m)
3978873.5751313814	917516.9892795293
3952347.751297172	917515.8507825668
3925821.9274629634	917514.6986713109
3899296.103628754	917513.5327470466
3872770.279794545	917512.3528006335
3846244.4559603357	917511.1586017187
3819718.632126127	917509.9499279787
3793192.808291918	917508.7265358459
3766666.9844577084	917507.4881931236
3740141.160623499	917506.234647044
3713615.3367892904	917504.9656546649
3687089.512955081	917503.6809545262
3660563.689120872	917502.3802909835
3634037.8652866627	917501.0633954669
3607512.041452454	917499.7299962867
3580986.2176182447	917498.379816055
3554460.3937840355	917497.012571504
3527934.569949826	917495.6279733622
3501408.7461156175	917494.2257249879
3474882.922281408	917492.8055269966
3448357.098447199	917491.3670699638
3421831.27461299	917489.910038979
3395305.450778781	917488.4341122808
3368779.6269445717	917486.9389638716
3342253.8031103625	917485.4242524852
3315727.9792761537	917483.889637381
3289202.1554419445	917482.3347676696
3262676.3316077353	917480.7592831424
3236150.507773526	917479.1628201128
3209624.6839393172	917477.5450022215
3183098.8601051085	917475.9054461588
3156573.0362708988	917474.2437599612
3130047.2124366895	917472.5595427535
3103521.3886024808	917470.8523845738
3076995.564768272	917469.1218660149
3050469.7409340623	917467.3675580563
3023943.917099853	917465.5890220111
2997418.0932656443	917463.7858082589
2970892.269431435	917461.9574574303
2944366.445597226	917460.1034991305
2917840.621763017	917458.2234519091
2891314.797928808	917456.3168229018
2864788.9740945986	917454.38310755
2838263.15026039	917452.4217892083
2811737.3264261805	917450.432338858
2785211.5025919713	917448.4142146958
2758685.678757762	917446.3668638029
2732159.854923553	917444.2897138105
2705634.031089344	917442.1821842693
2679108.207255135	917440.0436784872
2652582.383420926	917437.8735849884
2626056.5595867164	917435.6712771318
2599530.7357525076	917433.4361126039
2573004.911918299	917431.167432975
2546479.088084089	917428.86456319
2519953.26424988	917426.5268110803
2493427.440415671	917424.1534708613
2466901.616581462	917421.7438066031
2440375.792747252	917419.2970753965
2413849.9689130434	917416.8125111341
2387324.1450788346	917414.2893277517
2360798.3212446254	917411.7267186115
2334272.497410416	917409.1238558438
2307746.6735762074	917406.4798896832
2281220.849741998	917403.793954201
2254695.025907789	917401.0651410762
2228169.2020735797	917398.29253671
2201643.378239371	917395.475196425
2175117.5544051616	917392.6121498996
2148591.7305709524	917389.7024002385
2122065.906736743	917386.7449231859
2095540.0829025342	917383.7386751131
2069014.2590683252	917380.6825566284
2042488.4352341164	917377.575464179
2015962.611399907	917374.4162544135
1989436.7875656977	917371.2037515772
1962910.963731489	917367.9367465336
1936385.1398972794	917364.6139955064
1909859.31606307	917361.2342298
1883333.4922288612	917357.79611155
1856807.6683946522	917354.2983003467
1830281.8445604432	917350.7393935338
1803756.020726234	917347.1179592807
1777230.196892025	917343.4325193058
1750704.3730578157	917339.6815510442
1724178.5492236067	917335.8634864828
1697652.7253893975	917331.9767100925
1671126.9015551885	917328.0195573147
1644601.0777209792	917323.9903126728
1618075.2538867702	917319.8872079718
1591549.430052561	917315.7084201152
1565023.6062183513	917311.4520692591
1538497.7823841427	917307.1162171218
1511971.9585499333	917302.6988628779
1485446.1347157238	917298.197943851
1458920.3108815148	917293.6113301469
1432394.4870473053	917288.9368239294
1405868.663213096	917284.1721557744
1379342.8393788866	917279.3149817915
1352817.0155446772	917274.3628836848
1326291.1917104684	917269.3133595424
1299765.367876259	917264.1638266721
1273239.5440420494	917258.9116145713
1246713.7202078402	917253.5539630173
1220187.8963736307	917248.0880187894
1193662.0725394217	917242.5108298451
1167136.2487052123	917236.8193428686
1140610.424871003	917231.0103984057
1114084.6010367938	917225.0807268419
1087558.7772025845	917219.0269432733
1061032.9533683753	917212.8455426127
1034507.129534166	917206.5328947026
1007981.3056999566	917200.085238663
981455.4818657474	917193.4986770165
954929.658031538	917186.7691702379
928403.8341973288	917179.8925297338
901878.0103631194	917172.8644116926
875352.1865289103	917165.6803098232
848826.3626947008	917158.335548087
822300.5388604916	917150.8252728345
795774.7150262822	917143.1444444869
769248.8911920731	917135.2878293486
742723.0673578638	917127.2499898465
716197.2435236546	917119.0252755681
689671.4196894455	917110.6078122164
663145.5958552363	917101.9914919965
636619.772021027	917093.1699608389
610093.9481868178	917084.1366080719
583568.1243526087	917074.8845520277
557042.3005183995	917065.4066272646
530516.4766841902	917055.695371063
503990.65284998104	917045.7430077953
477464.82901577186	917035.541430791
450939.0051815626	917025.0821906055
424413.18134735344	917014.356470227
397887.35751314426	917003.355071851
