H (A/m)	M (A/m)
53051.64766842457	1029957.2249244713
26525.82383421531	1029945.5394393719
6.1733682846189024e-09	1029933.5787209184
-26525.823834202976	1029921.333980009
-53051.64766841223	1029908.7960707108
-79577.47150262143	1029895.9554724981
-106103.2953368306	1029882.8022713648
-132629.11917103978	1029869.3261399231
-159154.94300524905	1029855.5163163334
-185680.76683945823	1029841.3615818439
-212206.5906736675	1029826.8502372205
-238732.4145078767	1029811.9700774332
-265258.23834208585	1029796.7083648883
-291784.06217629503	1029781.0518007468
-318309.8860105043	1029764.9864954994
-344835.7098447135	1029748.4979354279
-371361.5336789227	1029731.5709491103
-397887.3575131319	1029714.189670765
-424413.18134734116	1029696.3375010095
-450939.00518155034	1029677.9970652963
-477464.8290157596	1029659.1501702897
-503990.65284996876	1029639.7777533039
-530516.476684178	1029619.8598358254
-557042.3005183872	1029599.3754665082
-583568.1243525964	1029578.3026629719
-610093.9481868056	1029556.6183502495
-636619.7720210148	1029534.2982933626
-663145.595855224	1029511.3170255284
-689671.4196894332	1029487.6477724127
-716197.2435236424	1029463.2623634774
-742723.0673578517	1029438.131150727
-769248.8911920608	1029412.2229073377
-795774.7150262699	1029385.5047235582
-822300.5388604793	1029357.9419022738
-848826.3626946885	1029329.4978233309
-875352.1865288978	1029300.1338265346
-901878.0103631071	1029269.8090664134
-928403.8341973164	1029238.4803514167
-954929.6580315257	1029206.1019920434
-981455.4818657349	1029172.625599752
-1007981.3056999443	1029137.9999197059
-1034507.1295341535	1029102.1705783979
-1061032.9533683627	1029065.0798943092
-1087558.7772025722	1029026.6665744403
-1114084.6010367814	1028986.8654915134
-1140610.424870991	1028945.6073191768
-1167136.2487052	1028902.818255128
-1193662.0725394094	1028858.4196382823
-1220187.8963736186	1028812.327507263
-1246713.7202078279	1028764.4521871136
-1273239.5440420373	1028714.6978362375
-1299765.3678762466	1028662.96188088
-1326291.1917104558	1028609.1361808693
-1352817.015544665	1028553.0993908306
-1379342.8393788743	1028494.7264250627
-1405868.6632130835	1028433.8811050213
-1432394.487047293	1028370.4167465137
-1458920.3108815022	1028304.1751845053
-1485446.1347157112	1028234.9856124249
-1511971.9585499207	1028162.6633141462
-1538497.78238413	1028087.0082036165
-1565023.6062183394	1028007.8031947074
-1591549.4300525486	1027924.8123272966
-1618075.253886758	1027837.7786897193
-1644601.0777209667	1027746.4219970626
-1671126.9015551761	1027650.4358535182
-1697652.7253893851	1027549.48450404
-1724178.5492235944	1027443.1994426256
-1750704.3730578034	1027331.1785741374
-1777230.1968920128	1027212.9678603912
-1803756.0207262216	1027088.0747819361
-1830281.8445604306	1026955.9493939403
-1856807.66839464	1026815.9794315333
-1883333.4922288489	1026667.4807998412
-1909859.316063058	1026509.6863222362
-1936385.139897267	1026341.7321652474
-1962910.9637314763	1026162.6471590708
-1989436.7875656853	1025971.3116611892
-2015962.6113998946	1025766.4617194283
-2042488.435234104	1025546.6398673533
-2069014.2590683128	1025310.1600907799
-2095540.0829025218	1025055.065310333
-2122065.906736731	1024779.0368205208
-2148591.7305709403	1024479.341329614
-2175117.554405149	1024152.6952702164
-2201643.3782393583	1023795.1170194324
-2228169.2020735675	1023401.67686311
-2254695.0259077763	1022966.2162218197
-2281220.8497419856	1022480.8004318895
-2307746.673576195	1021934.9321817209
-2334272.497410404	1021314.2615841668
-2360798.321244613	1020598.1365726094
-2387324.1450788225	1019754.2912468648
-2413849.9689130313	1018726.9941401959
-2440375.7927472405	1017395.1391027893
-2466901.6165814493	1015209.5063738786
-2493427.4404156585	-1030451.5334158343
-2519953.2642498678	-1030453.8506813613
-2546479.088084077	-1030456.140670025
-2573004.911918286	-1030458.4002943103
-2599530.735752495	-1030460.6302022197
-2626056.5595867042	-1030462.8309127077
-2652582.3834209135	-1030465.0029343958
-2679108.2072551223	-1030467.1467649357
-2705634.0310893315	-1030469.2628916117
-2732159.854923541	-1030471.3517892774
-2758685.67875775	-1030473.4139263375
-2785211.5025919587	-1030475.4497583105
-2811737.326426168	-1030477.4597314781
-2838263.150260377	-1030479.4442829128
-2864788.974094586	-1030481.4038412825
-2891314.7979287948	-1030483.3388231478
-2917840.6217630045	-1030485.2496415153
-2944366.4455972137	-1030487.1366960051
-2970892.269431422	-1030489.0003804745
-2997418.093265632	-1030490.8410794737
-3023943.917099841	-1030492.6591715415
-3050469.74093405	-1030494.4550252886
-3076995.564768259	-1030496.2290028044
-3103521.3886024687	-1030497.9814587294
-3130047.2124366774	-1030499.712740497
-3156573.0362708867	-1030501.4231884114
-3183098.8601050954	-1030503.1131363389
-3209624.683939305	-1030504.7829110144
-3236150.5077735144	-1030506.4328330404
-3262676.331607723	-1030508.063216595
-3289202.1554419324	-1030509.6743692869
-3315727.979276142	-1030511.2665931031
-3342253.803110351	-1030512.8401839867
-3368779.6269445596	-1030514.395432263
-3395305.450778769	-1030515.932622042
-3421831.274612978	-1030517.4520325912
-3448357.098447187	-1030518.953937555
-3474882.922281396	-1030520.4386049552
-3501408.7461156053	-1030521.9062989585
-3527934.5699498146	-1030523.3572769337
-3554460.3937840234	-1030524.7917925303
-3580986.2176182326	-1030526.2100942375
-3607512.041452442	-1030527.6124259441
-3634037.865286651	-1030528.9990269478
-3660563.68912086	-1030530.370132244
-3687089.51295507	-1030531.7259719027
-3713615.3367892783	-1030533.0667722956
-3740141.1606234876	-1030534.392755205
-3766666.9844576963	-1030535.7041388974
-3793192.8082919056	-1030537.001137271
-3819718.632126115	-1030538.2839599674
-3846244.455960324	-1030539.5528133365
-3872770.279794533	-1030540.8078997957
-3899296.103628742	-1030542.0494181252
-3925821.9274629517	-1030543.2775635052
-3952347.75129716	-1030544.4925278105
-3978873.5751313693	-1030545.6944987585
